pass,entity,start,end,length,csc,pct,prior,cal_mean,cand_vlm,diff,threshold,temporal_ctx,verdict,keep,is_tp,flag,dominant_change,reason
1,machine-1-1,23632,24079,448,0.20100796251790598,91.68316831683168,MOD,1.6666666666666667,7.0,5.333333333333333,4.5,post_peak_plateau,ANOMALY,True,False,FP,increased amplitude and variability in all channels,"The candidate shows a clear structural pattern change with increased amplitude, indicating a significant anomaly, and it"
1,machine-1-1,24976,25311,336,0.19904464211625358,89.3069306930693,MOD,2.6666666666666665,7.0,4.333333333333334,4.5,post_peak_plateau,NORMAL,False,False,FP,increased variability and elevated levels across all channels,"The candidate shows a clear structural pattern change with increased variability, indicating a significant anomaly, and "
1,machine-1-1,26488,26823,336,0.19060888793319464,82.97029702970296,MOD,1.6666666666666667,7.0,5.333333333333333,4.5,post_peak_plateau,ANOMALY,True,False,FP,sustained elevated activity across multiple channels,"The candidate shows a clear structural pattern change with sustained elevated activity, and it occurs after the main sco"
1,machine-1-2,4536,4759,224,0.17483112745685503,98.09523809523809,HIGH,2.0,8.0,6.0,0.0,in_cluster,ANOMALY,True,True,TP,increased variability and amplitude in Ch0 and Ch5,"The candidate shows a clear structural pattern change with increased variability and amplitude, and it is part of a clus"
1,machine-1-2,5432,5599,168,0.1658699334754298,79.52380952380952,LOW,3.0,5.0,2.0,3.5,in_cluster,NORMAL,False,True,TP,increased variability and elevated levels in Ch0,"The candidate shows noticeably different patterns with increased variability in Ch0, and it is part of a cluster of anom"
1,machine-1-2,5712,6103,392,0.17202706814610533,92.61904761904762,HIGH,2.6666666666666665,8.0,5.333333333333334,0.0,in_cluster,ANOMALY,True,True,TP,increased variability and amplitude in all channels,"The candidate shows a clear structural pattern change with increased variability, and it is part of a cluster of elevate"
1,machine-1-2,6160,6943,784,0.17148417374119163,90.95238095238095,MOD,2.6666666666666665,7.0,4.333333333333334,2.5,in_cluster,ANOMALY,True,False,FP,increased variability and amplitude in Ch6 and Ch5,"The candidate shows a clear structural pattern change with increased variability, and it is part of a cluster of anomali"
1,machine-1-2,7280,7503,224,0.16616800712654367,80.95238095238095,LOW,2.6666666666666665,5.0,2.3333333333333335,3.5,in_cluster,NORMAL,False,False,FP,increased variability and peaks in Ch0 and Ch1,"The candidate shows noticeably different patterns with increased variability, indicating elevated activity, and is part "
1,machine-1-2,7784,8007,224,0.16686960333026946,83.0952380952381,MOD,2.6666666666666665,5.0,2.3333333333333335,2.5,in_cluster,NORMAL,False,False,FP,increased variability and amplitude in Ch0 and Ch6,"The candidate shows noticeably different patterns with increased variability, and it is part of a cluster of anomalies, "
1,machine-1-2,8288,8511,224,0.16660270473221317,82.38095238095238,MOD,2.6666666666666665,5.0,2.3333333333333335,2.5,in_cluster,NORMAL,False,False,FP,increased variability and elevated levels in Ch0 and Ch1,"The candidate shows noticeably different patterns with increased variability in Ch0 and Ch1, indicating elevated activit"
1,machine-1-2,11144,11423,280,0.16731184511445463,84.04761904761905,MOD,2.6666666666666665,7.0,4.333333333333334,2.5,in_cluster,ANOMALY,True,False,FP,increased variability and elevated levels in Ch0 and Ch2,"The candidate shows a clear structural pattern change with increased variability, and it is part of a cluster of elevate"
1,machine-1-2,12432,13047,616,0.17101809913715857,90.0,MOD,2.6666666666666665,6.0,3.3333333333333335,2.5,in_cluster,ANOMALY,True,False,FP,increased amplitude and frequency of fluctuations,"The candidate shows noticeably different patterns with increased fluctuations compared to baselines, and it is part of a"
1,machine-1-2,13384,13495,112,0.1665913627715785,82.14285714285714,MOD,2.0,5.0,3.0,2.5,in_cluster,ANOMALY,True,False,FP,increased variability and spikes in Ch1 and Ch0,"The candidate shows noticeably different patterns with increased variability, and it is part of a cluster of anomalies, "
1,machine-1-2,14616,14727,112,0.16549175354884937,77.85714285714286,LOW,2.6666666666666665,5.0,2.3333333333333335,3.5,in_cluster,NORMAL,False,False,FP,increased amplitude in Ch0 and Ch1,"The candidate shows noticeably different patterns with increased amplitude in Ch0 and Ch1, and it is part of a cluster o"
1,machine-1-2,15456,15679,224,0.16820922965416685,87.38095238095238,MOD,1.0,7.0,6.0,2.5,in_cluster,ANOMALY,True,True,TP,increased variability and amplitude in all channels,"The candidate shows a clear structural pattern change with increased variability, and it is part of a cluster of anomali"
1,machine-1-2,15792,16071,280,0.17475550479721277,97.61904761904762,HIGH,2.0,8.0,6.0,0.0,in_cluster,ANOMALY,True,True,TP,Significant spike in Ch0 and Ch2 with structural pattern change.,"The candidate shows a clear structural change with spikes in Ch0 and Ch2, indicating a definite anomaly, and it is part "
1,machine-1-2,16912,17079,168,0.1689682232293611,88.09523809523809,MOD,2.0,6.0,4.0,4.5,post_peak_plateau,NORMAL,False,False,FP,increased amplitude and frequency of spikes,"The candidate shows noticeably different patterns with increased activity compared to baselines, and it occurs after the"
1,machine-1-2,18480,19039,560,0.16923364220419898,88.33333333333333,MOD,2.0,6.0,4.0,4.5,post_peak_plateau,NORMAL,False,True,TP,increased variability and elevated baseline in all channels,"The candidate shows noticeably different patterns with increased variability compared to baselines, and it occurs during"
1,machine-1-2,19208,19431,224,0.1659341043094189,80.0,LOW,2.0,5.0,3.0,5.5,post_peak_plateau,NORMAL,False,False,FP,increased amplitude and frequency of spikes,"The candidate shows noticeably different patterns with increased spikes, indicating elevated activity, and occurs during"
1,machine-1-2,20048,20439,392,0.1703887386496977,89.52380952380953,MOD,2.6666666666666665,7.0,4.333333333333334,4.5,post_peak_plateau,NORMAL,False,True,TP,sharp increase in Ch0 towards the end of the window,"The candidate shows a clear structural change with a sharp increase in Ch0, indicating an anomaly, and it occurs during "
1,machine-1-2,20608,20887,280,0.16757898810785363,84.76190476190476,MOD,2.6666666666666665,6.0,3.3333333333333335,4.5,post_peak_plateau,NORMAL,False,False,FP,increased amplitude and variability in Ch0 and Ch1,"The candidate shows noticeably increased activity in Ch0 and Ch1 compared to baselines, indicating a structural change, "
1,machine-1-2,21784,22399,616,0.17483399862169594,98.09523809523809,HIGH,2.0,7.0,5.0,3.5,post_peak_plateau,ANOMALY,True,True,TP,increased amplitude and frequency of spikes,"The candidate shows a clear structural pattern change with increased activity, and it occurs after the main peak, indica"
1,machine-1-2,22680,22959,280,0.16705605705734355,83.57142857142857,MOD,3.0,5.0,2.0,4.5,post_peak_plateau,NORMAL,False,False,FP,elevated activity in Ch0 and Ch1,"The candidate shows noticeably elevated activity in Ch0 and Ch1 compared to baselines, indicating a change, and it occur"
1,machine-1-5,10416,10807,392,0.17936553633106606,92.85714285714286,HIGH,2.6666666666666665,7.0,4.333333333333334,1.5,in_cluster,ANOMALY,True,True,TP,increased amplitude and frequency variation,"The candidate panel shows a clear structural pattern change with increased amplitude, indicating a significant anomaly, "
1,machine-1-5,11704,11927,224,0.17520335788140073,91.19047619047619,MOD,2.6666666666666665,5.0,2.3333333333333335,2.5,in_cluster,NORMAL,False,True,TP,increased amplitude and frequency of spikes,The candidate shows noticeably different patterns with increased amplitude and frequency of spikes compared to baselines
1,machine-1-5,12600,12991,392,0.1986848475145442,98.09523809523809,HIGH,2.3333333333333335,8.0,5.666666666666666,0.0,in_cluster,ANOMALY,True,True,TP,significant increase in amplitude and frequency of fluctuations,"The candidate panel shows a clear structural pattern change with increased amplitude, indicating a significant anomaly, "
1,machine-1-5,13608,13663,56,0.17035484686493874,83.80952380952381,MOD,2.6666666666666665,5.0,2.3333333333333335,5.5,post_peak_plateau,NORMAL,False,False,FP,"increased variability and amplitude in Ch13, Ch15, and Ch14","The candidate shows noticeably different patterns with increased variability, and it occurs after the main peak, indicat"
1,machine-1-5,13888,14279,392,0.1809547714157296,93.80952380952381,HIGH,2.0,7.0,5.0,3.5,post_peak_plateau,ANOMALY,True,True,TP,"increased amplitude and frequency variation in Ch13, Ch14, and Ch15","The candidate panel shows a clear structural pattern change with increased amplitude and frequency variation, indicating"
1,machine-1-5,14336,14951,616,0.18990587180649693,97.14285714285714,HIGH,2.0,8.0,6.0,3.5,post_peak_plateau,ANOMALY,True,True,TP,"increased amplitude and frequency variation in Ch15, Ch13, and Ch14","The candidate shows a clear structural pattern change with increased amplitude, indicating a significant anomaly, and it"
1,machine-1-5,15344,15791,448,0.17239923815941438,88.09523809523809,MOD,2.0,5.0,3.0,4.5,post_peak_plateau,NORMAL,False,False,FP,increased amplitude and frequency variation,"The candidate shows noticeably different patterns with increased amplitude and frequency variation, and it occurs in a p"
1,machine-1-5,16352,16519,168,0.17202440005106232,87.14285714285714,MOD,2.6666666666666665,5.0,2.3333333333333335,4.5,post_peak_plateau,NORMAL,False,False,FP,increased amplitude in Ch5 and Ch15,"The candidate shows noticeably elevated activity, particularly in Ch5 and Ch15, indicating a change from baseline patter"
1,machine-1-5,19376,19431,56,0.17089309450238943,85.0,MOD,2.6666666666666665,5.0,2.3333333333333335,5.5,post_peak_plateau,NORMAL,False,False,FP,increased amplitude in Ch13 and Ch5,"The candidate shows noticeably different patterns with increased amplitude in Ch13 and Ch5, and it occurs during a post-"
1,machine-1-5,19488,19599,112,0.16962528484873474,82.85714285714286,MOD,2.6666666666666665,5.0,2.3333333333333335,4.5,post_peak_plateau,NORMAL,False,False,FP,increased amplitude and frequency variation,"The candidate shows noticeable deviation with increased amplitude and frequency variation, and it occurs during a post-p"
1,machine-1-5,20608,21559,952,0.17908218686523683,92.61904761904762,HIGH,2.0,7.0,5.0,3.5,post_peak_plateau,ANOMALY,True,True,TP,increased amplitude and frequency variation in Ch13 and Ch15,"The candidate shows a clear structural pattern change with increased amplitude in Ch13 and Ch15, indicating a significan"
1,machine-1-5,21952,22231,280,0.18003786052577198,93.0952380952381,HIGH,2.6666666666666665,7.0,4.333333333333334,3.5,post_peak_plateau,ANOMALY,True,True,TP,increased amplitude and frequency variation,"The candidate shows a clear structural pattern change with increased amplitude and frequency variation, indicating a sig"
