pass,entity,start,end,length,csc,pct,prior,n_close,verdict,conf,keep,is_tp,flag,norm_s,anom_s,reason,challenge
1,machine-1-2,4536,4759,224,0.17483112745685503,98.09523809523809,HIGH,0,ANOMALY,3,True,True,TP,weak,strong,Score is in the 98th percentile with clear visual deviations in Ch0 and Ch5.,False
1,machine-1-2,5432,5599,168,0.1658699334754298,79.52380952380952,LOW,1,NORMAL,1,False,True,TP,moderate,moderate,Score is modestly elevated but visual evidence shows only moderate deviation consistent with natural variation.,False
1,machine-1-2,5712,6103,392,0.17202706814610533,92.61904761904762,HIGH,2,ANOMALY,3,True,True,TP,weak,strong,Score is in the 93rd percentile with clear visual deviations in multiple channels.,False
1,machine-1-2,6160,6943,784,0.17148417374119163,90.95238095238095,MOD,1,ANOMALY,3,True,False,FP,moderate,strong,Score is elevated at 91st percentile with clear visual pattern changes in Ch6 and Ch5.,False
1,machine-1-2,7280,7503,224,0.16616800712654367,80.95238095238095,LOW,1,NORMAL,1,False,False,FP,moderate,moderate,Score is modestly elevated but visual evidence shows variations consistent with natural baseline fluctuations.,False
1,machine-1-2,7784,8007,224,0.16686960333026946,83.0952380952381,MOD,2,ANOMALY,3,True,False,FP,moderate,strong,Score is elevated at 83rd percentile with a strong visual level shift in Ch0.,False
1,machine-1-2,8288,8511,224,0.16660270473221317,82.38095238095238,MOD,1,ANOMALY,2,True,False,FP,moderate,moderate,Score is elevated at 82nd percentile with visual evidence of channel shifts.,False
1,machine-1-2,11144,11423,280,0.16731184511445463,84.04761904761905,MOD,0,ANOMALY,3,True,False,FP,moderate,strong,Score is elevated with strong visual evidence of a level shift in Ch0 not present in baselines.,False
1,machine-1-2,12432,13047,616,0.17101809913715857,90.0,MOD,0,ANOMALY,3,True,False,FP,moderate,strong,Score is elevated with strong visual evidence of a level shift in Ch0.,False
1,machine-1-2,13384,13495,112,0.1665913627715785,82.14285714285714,MOD,0,ANOMALY,2,True,False,FP,moderate,moderate,Score is elevated at 82th percentile with Ch1 showing a significant level shift not present in baselines.,True
1,machine-1-2,14616,14727,112,0.16549175354884937,77.85714285714286,LOW,0,NORMAL,1,False,False,FP,moderate,moderate,Score is modestly elevated but visual evidence is ambiguous with moderate changes in Ch0.,False
1,machine-1-2,15456,15679,224,0.16820922965416685,87.38095238095238,MOD,1,ANOMALY,3,True,True,TP,weak,strong,Score is elevated at 87th percentile with clear visual divergence across channels.,False
1,machine-1-2,15792,16071,280,0.17475550479721277,97.61904761904762,HIGH,1,ANOMALY,3,True,True,TP,weak,strong,High score and clear visual deviation in Ch0 and Ch5 from normal baselines.,False
1,machine-1-2,16912,17079,168,0.1689682232293611,88.09523809523809,MOD,0,NORMAL,1,False,False,FP,moderate,moderate,Score is elevated but visual evidence shows only moderate deviation consistent with natural variation.,True
1,machine-1-2,18480,19039,560,0.16923364220419898,88.33333333333333,MOD,0,ANOMALY,3,True,True,TP,moderate,strong,Score is elevated at 1.117x baseline with strong visual evidence of a level shift in Ch0.,False
1,machine-1-2,19208,19431,224,0.1659341043094189,80.0,LOW,0,NORMAL,2,False,False,FP,moderate,weak,Score is modestly elevated but lacks compelling visual structural change; isolated candidate requires stronger evidence.,False
1,machine-1-2,20048,20439,392,0.1703887386496977,89.52380952380953,MOD,1,ANOMALY,3,True,True,TP,moderate,strong,"Score is elevated at 1.099x baseline with a clear level shift in Ch0, supporting anomaly.",False
1,machine-1-2,20608,20887,280,0.16757898810785363,84.76190476190476,MOD,1,NORMAL,1,False,False,FP,moderate,moderate,Score is slightly elevated but within natural variation; visual evidence shows minor deviations.,True
1,machine-1-2,21784,22399,616,0.17483399862169594,98.09523809523809,HIGH,0,ANOMALY,3,True,True,TP,weak,strong,High prior score and visual evidence of channel shifts support anomaly.,False
1,machine-1-2,22680,22959,280,0.16705605705734355,83.57142857142857,MOD,0,NORMAL,1,True,False,FP,moderate,moderate,Score is elevated but visual evidence shows changes are within natural variation.,True
1,machine-1-5,10416,10807,392,0.17936553633106606,92.85714285714286,HIGH,0,ANOMALY,3,True,True,TP,weak,strong,High prior score with clear amplitude spikes in multiple channels supports anomaly.,False
1,machine-1-5,11704,11927,224,0.17520335788140073,91.19047619047619,MOD,0,ANOMALY,3,True,True,TP,moderate,strong,Score is elevated at 91st percentile with strong visual evidence of a level shift in Ch15.,False
1,machine-1-5,12600,12991,392,0.1986848475145442,98.09523809523809,HIGH,0,ANOMALY,3,True,True,TP,weak,strong,Score is 1.25x baseline with strong visual evidence of amplitude spike and pattern change.,False
1,machine-1-5,13608,13663,56,0.17035484686493874,83.80952380952381,MOD,1,NORMAL,1,True,False,FP,moderate,moderate,Score is slightly elevated but within natural variance; visual evidence shows moderate deviation.,True
1,machine-1-5,13888,14279,392,0.1809547714157296,93.80952380952381,HIGH,2,ANOMALY,3,True,True,TP,weak,strong,Score is in the 94th percentile with clear visual deviations in multiple channels.,False
1,machine-1-5,14336,14951,616,0.18990587180649693,97.14285714285714,HIGH,1,ANOMALY,3,True,True,TP,weak,strong,High prior score and clear visual deviation in candidate support anomaly.,False
1,machine-1-5,15344,15791,448,0.17239923815941438,88.09523809523809,MOD,0,NORMAL,1,True,False,FP,moderate,moderate,Score is slightly elevated but visual evidence shows moderate variation consistent with baselines.,True
1,machine-1-5,16352,16519,168,0.17202440005106232,87.14285714285714,MOD,0,NORMAL,1,True,False,FP,moderate,moderate,Score is slightly elevated but visual evidence shows consistent patterns with normal baselines.,True
1,machine-1-5,19376,19431,56,0.17089309450238943,85.0,MOD,1,NORMAL,1,True,False,FP,moderate,moderate,Score is slightly elevated but within natural variance; visual evidence shows no clear anomaly.,True
1,machine-1-5,19488,19599,112,0.16962528484873474,82.85714285714286,MOD,1,NORMAL,1,False,False,FP,moderate,moderate,Score is slightly elevated but visual evidence shows consistent patterns with normal baselines.,True
1,machine-1-5,20608,21559,952,0.17908218686523683,92.61904761904762,HIGH,0,ANOMALY,3,True,True,TP,weak,strong,Score is high and visual evidence shows clear amplitude spikes in candidate not present in baselines.,False
1,machine-1-5,21952,22231,280,0.18003786052577198,93.0952380952381,HIGH,0,ANOMALY,3,True,True,TP,weak,strong,"Score is in the 93rd percentile with clear amplitude spikes in multiple channels, indicating strong anomaly evidence.",False
